,age,sport_licence,niveau_etude,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,imc
2788,48,oui,bac+2,oui,2531,veuf,,0.8,1646611200.0,,10000.0,500.0,22.169564863802005
2789,24,non,master,oui,1455,marié,0.0,0.4,1738886400.0,,5000.0,8064.808244219179,26.044290194292355
2790,49,non,aucun,non,2604,célibataire,,0.2,1673740800.0,666.0,269.89,500.0,22.367346938775512
2791,21,non,master,oui,3363,divorcé,0.0,0.75,1732579200.0,,296.76,20678.61450724826,14.497733223052093
2792,20,non,doctorat,oui,4003,marié,4.0,0.36,1687996800.0,386.0,10000.0,13155.428347854566,25.863957053357893
2793,70,non,bac+2,non,891,célibataire,,0.94,1634515200.0,430.0,,5568.778688795305,27.79293129670039
2794,37,oui,doctorat,non,3721,,,0.22,1689811200.0,,10000.0,5337.442246129952,19.93775862658596
2795,50,non,bac+2,non,3343,,0.0,0.89,1627689600.0,595.0,10000.0,500.0,18.368892816563566
2796,36,non,bac+2,non,4114,,,0.38,1638316800.0,,10000.0,15317.435646615138,18.702920878007458
2797,56,oui,bac+2,non,1119,marié,2.0,0.23,1603324800.0,495.0,10000.0,500.0,31.87690148662871
2798,44,non,master,non,1688,veuf,,0.37,1709510400.0,,386.58,22685.0164090344,31.790879908290428
2799,41,oui,bac,non,2028,divorcé,3.0,0.93,1729036800.0,707.0,,500.0,23.245510396975426
2800,29,oui,master,oui,2859,marié,,0.03,1726444800.0,,,26792.61772820993,32.47931484976049
2801,30,oui,bac,oui,1627,,4.0,0.73,1724112000.0,817.0,634.7,500.0,21.840240926672536
2802,50,non,bac+2,non,2885,veuf,1.0,0.53,1733270400.0,,,500.0,27.049634668682287
2803,71,oui,aucun,non,2038,,,0.66,1653350400.0,,,17412.004642206608,25.975702485323726
2804,71,non,aucun,oui,2777,marié,0.0,0.08,1643241600.0,600.0,1271.79,500.0,35.286269291491664
2805,47,non,master,non,2083,marié,,0.37,1694131200.0,583.0,,1754.841614434048,21.8698067778576
2806,57,non,master,oui,3763,marié,,0.17,1716422400.0,652.0,,500.0,23.8681269487377
2807,55,oui,bac,oui,500,veuf,,0.33,1743379200.0,549.0,904.04,500.0,34.43526170798898
2808,31,non,aucun,non,3287,,3.0,0.69,1629849600.0,,10000.0,500.0,29.30280957336108
2809,47,oui,bac+2,non,1272,veuf,,0.38,1666051200.0,817.0,,500.0,28.917185369320812
2810,19,non,doctorat,oui,3473,,,0.08,1595462400.0,,5000.0,3166.3614254027907,18.08296860533625
2811,64,oui,master,non,2987,marié,1.0,0.76,1746489600.0,319.0,507.66,29215.79678315661,35.0138877198889
2812,49,non,bac,non,1855,marié,,0.18,1733529600.0,405.0,5000.0,500.0,20.736992721315552
2813,33,non,bac+2,oui,2277,divorcé,,0.41,1582243200.0,,5000.0,500.0,25.65523234040267
2814,49,non,bac,oui,1081,veuf,3.0,0.93,1594598400.0,494.0,10000.0,500.0,22.401425688182872
2815,39,oui,bac+2,oui,1867,,5.0,0.91,1715990400.0,746.0,10000.0,4901.236620025581,20.626367929261978
2816,71,non,doctorat,oui,4824,célibataire,5.0,0.51,1724112000.0,611.0,,500.0,21.920249498774783
2817,27,oui,bac+2,oui,3479,célibataire,,0.37,1733961600.0,,,6833.616333243512,30.71195798817266
2818,29,non,bac+2,oui,874,divorcé,4.0,0.45,1723161600.0,,10000.0,500.0,20.457513047195924
2819,27,non,bac,non,500,divorcé,1.0,0.44,1609632000.0,337.0,5000.0,500.0,28.144121182696775
2820,50,non,aucun,non,3305,,2.0,0.16,1607990400.0,375.0,10000.0,500.0,29.160492017028933
2821,23,non,bac+2,oui,4824,,2.0,0.51,1657584000.0,432.0,5000.0,500.0,25.215960000990073
2822,50,non,doctorat,oui,1409,divorcé,1.0,0.36,1707177600.0,558.0,,2014.5136120725572,23.864297401873056
2823,62,oui,bac,oui,1486,,,0.89,1606694400.0,371.0,,500.0,17.969780311821374
2824,25,non,bac+2,non,500,veuf,5.0,0.97,1731110400.0,751.0,5000.0,500.0,20.203251623801
2825,37,non,bac,oui,1549,célibataire,4.0,0.8,1628812800.0,348.0,,500.0,27.156047222936856
2826,32,non,doctorat,oui,4324,marié,,0.42,1626739200.0,357.0,,500.0,20.505824096615182
2827,64,non,master,non,3435,,2.0,0.08,1604275200.0,555.0,,500.0,20.538891798681895
2828,33,non,bac+2,non,2186,divorcé,3.0,0.36,1747353600.0,754.0,632.08,23132.753800186,23.013442003434523
2829,72,non,doctorat,non,3074,célibataire,,0.91,1747008000.0,,10000.0,11169.670230975416,19.46926506295813
2830,40,non,bac+2,oui,3059,célibataire,4.0,0.08,1685491200.0,,,500.0,20.365610062505844
2831,22,oui,bac+2,oui,2942,célibataire,1.0,0.88,1649808000.0,631.0,,500.0,20.8705283343252
2832,47,non,bac+2,oui,3046,divorcé,,0.79,1722124800.0,462.0,,500.0,20.454614007922938
2833,65,non,master,non,3533,,2.0,0.91,1717804800.0,730.0,,2393.147300840205,26.193564496494304
2834,45,non,doctorat,oui,1239,divorcé,2.0,0.31,1618099200.0,577.0,10000.0,500.0,24.921878013965504
2835,52,non,doctorat,non,2594,veuf,1.0,0.41,1696896000.0,,5000.0,33122.330826984384,30.61519473717336
2836,73,oui,bac,non,2552,célibataire,1.0,0.0,1724544000.0,708.0,,500.0,23.27307902835545
2837,32,oui,bac+2,non,1629,célibataire,0.0,0.27,1596153600.0,,5000.0,500.0,25.418408785082665
2838,71,oui,master,non,1324,,3.0,0.67,1653523200.0,664.0,10000.0,26536.06776850291,13.87196358549246
2839,33,oui,master,oui,2950,veuf,1.0,0.55,1640908800.0,,,500.0,22.250445707515276
2840,41,oui,aucun,non,4737,célibataire,,0.56,1724112000.0,430.0,5000.0,17737.871283738772,25.700616677363804
2841,64,oui,doctorat,non,3444,marié,3.0,0.74,1746057600.0,,5000.0,500.0,20.355395677575977
2842,31,oui,bac+2,oui,2422,,,0.7,1621036800.0,441.0,862.65,12179.310466018056,22.564821520791433
2843,69,oui,doctorat,non,2712,célibataire,,0.84,1695340800.0,706.0,,5567.834522031818,25.311715016433034
2844,75,non,doctorat,non,2864,célibataire,5.0,0.46,1709251200.0,834.0,10000.0,4283.3968060204015,32.08721313430656
2845,19,non,bac,non,4208,divorcé,,0.7,1646611200.0,,,4201.561618819468,20.442609692676232
2846,31,non,bac,oui,1468,,,0.05,1739491200.0,,1345.93,500.0,35.72456318894692
2847,26,oui,bac+2,non,2266,divorcé,,0.78,1677628800.0,527.0,5000.0,3036.702513821788,26.536395770974615
2848,71,non,master,oui,1079,célibataire,5.0,0.98,1747180800.0,675.0,5000.0,500.0,15.06755062963694
2849,51,non,aucun,oui,2368,célibataire,,0.54,1746576000.0,568.0,,500.0,18.035197148585432
2850,43,non,aucun,non,3322,divorcé,,0.64,1650844800.0,,5000.0,11507.267849142188,19.64233686504161
2851,61,oui,doctorat,oui,4418,divorcé,,0.24,1579219200.0,307.0,,23523.484776604884,32.37839290513303
2852,53,non,aucun,oui,2688,célibataire,2.0,0.88,1648080000.0,821.0,,500.0,18.766801140503805
2853,37,oui,aucun,non,1141,marié,0.0,0.14,1578009600.0,,577.59,500.0,30.71253071253071
2854,50,non,bac,oui,2480,,,0.56,1677888000.0,730.0,10000.0,500.0,28.535618342916386
2855,33,oui,master,oui,4236,marié,,0.38,1719100800.0,,1034.43,21766.827334041387,18.377670989031092
2856,21,non,aucun,non,500,célibataire,,0.87,1614816000.0,,10000.0,500.0,35.981802702075136
2857,66,oui,bac,oui,2653,marié,2.0,0.45,1593216000.0,,,500.0,24.502239803982082
2858,43,non,bac,oui,2130,marié,2.0,0.31,1722556800.0,,,500.0,18.077797293953154
2859,30,oui,bac+2,non,4170,,,0.43,1713830400.0,,5000.0,27936.678161360185,25.31226211591899
2860,48,oui,master,oui,2725,marié,,0.74,1650412800.0,,,15528.576453174232,29.447552966088818
2861,49,oui,aucun,oui,4241,marié,1.0,0.91,1663113600.0,,10000.0,6132.640932032761,19.320987654320987
2862,22,non,doctorat,oui,2066,marié,,0.99,1713052800.0,739.0,5000.0,500.0,15.952185326206793
2863,21,non,bac+2,non,2329,divorcé,2.0,0.3,1589241600.0,341.0,,500.0,29.00037618412503
2864,32,oui,bac,non,3055,,0.0,0.44,1596153600.0,,5000.0,14568.334208978857,23.201054758326997
2865,57,non,aucun,non,1873,,0.0,0.48,1602288000.0,,10000.0,500.0,32.35509193707757
2866,34,non,aucun,non,1915,divorcé,5.0,0.11,1733270400.0,629.0,5000.0,500.0,11.825463548932476
2867,26,oui,bac+2,non,1702,célibataire,5.0,0.89,1744156800.0,807.0,,500.0,33.86079329674509
2868,55,non,bac,non,3179,célibataire,4.0,0.64,1749340800.0,565.0,,500.0,24.812650148804188
2869,33,oui,doctorat,non,2335,marié,,0.43,1581811200.0,,,13538.723414551052,21.58209863019074
2870,63,non,bac+2,non,2843,,,0.6,1722384000.0,,5000.0,15865.769210306777,27.572503296957144
2871,70,non,doctorat,oui,3593,,,0.13,1667174400.0,377.0,,500.0,31.428473718409087
2872,61,oui,aucun,oui,2064,,,0.77,1606521600.0,,5000.0,500.0,13.797473091356697
2873,63,oui,master,non,5515,divorcé,,0.11,1621641600.0,662.0,1288.83,6244.102761339076,25.1999199450057
2874,68,oui,master,oui,2689,divorcé,3.0,0.03,1721174400.0,407.0,,500.0,22.446623298096377
2875,19,oui,doctorat,oui,686,célibataire,5.0,0.35,1606867200.0,,5000.0,9216.185210538626,18.15222529226301
2876,73,non,aucun,non,1760,,0.0,0.27,1690329600.0,808.0,10000.0,500.0,35.18565805809684
2877,41,oui,bac,oui,2269,veuf,,0.65,1631404800.0,,5000.0,1664.546458554062,37.76462401260237
2878,61,non,bac+2,non,2443,célibataire,2.0,0.75,1683504000.0,459.0,745.49,7415.059575490243,31.29827444277275
2879,19,oui,aucun,non,3572,,,0.13,1653955200.0,,5000.0,23701.954217345,31.331674681580253
2880,41,oui,master,oui,3176,marié,,0.37,1667433600.0,,5000.0,23352.75852115629,16.905377631159634
2881,75,oui,aucun,oui,3755,veuf,0.0,0.61,1737417600.0,357.0,10000.0,500.0,23.851576102563996
2882,28,non,bac,non,1581,veuf,4.0,0.44,1675814400.0,459.0,,500.0,9.060382571169306
2883,67,non,bac,non,1499,marié,,0.19,1587168000.0,336.0,,500.0,28.33017785823855
2884,36,non,master,oui,3311,célibataire,1.0,0.84,1739750400.0,620.0,,500.0,14.998620309470516
2885,54,non,bac,non,1751,,,0.7,1728950400.0,,1011.68,2525.67859702575,15.913791985009079
2886,46,oui,bac+2,non,2573,,,0.01,1684886400.0,711.0,,2122.81655099979,11.199687883128561
2887,58,oui,master,oui,2062,veuf,,0.91,1689897600.0,,10000.0,15811.99091444383,23.300063737705848
2888,44,non,bac+2,oui,500,marié,,0.86,1667865600.0,,949.25,500.0,20.01240889186079
2889,48,non,doctorat,non,3395,,,0.72,1683331200.0,,,500.0,32.897732300955894
2890,73,oui,aucun,non,2894,veuf,1.0,0.1,1666137600.0,,738.99,19997.993739770194,36.759143890162825
2891,48,oui,bac+2,non,3485,veuf,,0.15,1742601600.0,711.0,453.52,32858.57141244172,27.806212754048083
2892,59,non,bac,non,3532,célibataire,4.0,0.82,1605571200.0,,366.47,500.0,28.02169421487603
2893,40,oui,aucun,non,2419,marié,,0.29,1739318400.0,,10000.0,500.0,34.561824540192
2894,71,oui,bac+2,non,4150,,,0.54,1653868800.0,,,27773.50859651505,19.09848882339072
2895,59,oui,master,oui,2365,veuf,,0.54,1681948800.0,342.0,5000.0,500.0,28.46799568543948
2896,30,non,bac,non,3459,veuf,,0.48,1595376000.0,397.0,10000.0,500.0,26.27193412410548
2897,32,oui,master,non,1999,veuf,,0.32,1710720000.0,,,21176.77233943825,21.94682701993224
2898,54,oui,bac,non,1474,marié,,0.25,1736467200.0,561.0,10000.0,8833.229327747938,20.23606205599024
2899,33,oui,aucun,oui,2309,,,0.36,1628121600.0,412.0,5000.0,500.0,25.496964308132753
2900,75,oui,aucun,oui,3065,veuf,3.0,0.45,1671062400.0,683.0,844.85,500.0,30.92066273287125
2901,75,non,bac,non,3378,divorcé,3.0,0.4,1589673600.0,,5000.0,800.5745518760953,21.32260426913808
2902,33,oui,master,oui,3754,célibataire,5.0,0.56,1621209600.0,657.0,10000.0,8146.447318694534,21.77648019992311
2903,60,non,bac+2,non,1586,célibataire,,0.46,1714176000.0,,10000.0,500.0,15.255067943862775
2904,46,oui,bac,oui,2495,divorcé,1.0,0.61,1687651200.0,369.0,5000.0,500.0,22.945220719117124
2905,63,non,bac,non,1907,célibataire,,0.86,1614902400.0,396.0,5000.0,500.0,23.06566651595501
2906,32,oui,aucun,non,4073,célibataire,0.0,0.02,1735084800.0,549.0,10000.0,22125.460079431432,24.773909204488984
2907,48,oui,doctorat,non,1584,,,0.12,1590105600.0,,5000.0,29557.912257855467,27.05536884591061
2908,55,oui,bac+2,oui,1457,célibataire,0.0,0.61,1716854400.0,,,7375.093772070519,14.572440546466519
2909,49,oui,bac,non,978,divorcé,4.0,0.28,1666396800.0,433.0,,500.0,23.222011898323423
2910,67,oui,master,non,1493,,,0.24,1639785600.0,,1138.31,500.0,16.641899725439586
2911,34,non,aucun,oui,3837,célibataire,2.0,0.54,1710460800.0,558.0,1035.63,10438.667166566089,17.227846607438178
2912,56,non,master,oui,3335,célibataire,1.0,0.78,1680739200.0,723.0,,500.0,23.567039811463683
2913,47,non,aucun,oui,743,veuf,5.0,0.84,1721088000.0,758.0,5000.0,500.0,40.40338971650841
2914,66,oui,bac,oui,1619,divorcé,,0.47,1633737600.0,431.0,10000.0,1023.20375419649,20.51575271255
2915,20,non,bac+2,non,1836,divorcé,,0.4,1736985600.0,505.0,871.55,500.0,27.65556148739224
2916,46,non,aucun,oui,1719,marié,,0.8,1613174400.0,,333.61,500.0,37.437007191492164
2917,64,oui,bac,non,1468,veuf,1.0,0.24,1724025600.0,673.0,595.68,500.0,30.29344087372327
2918,48,non,master,oui,2295,divorcé,1.0,0.25,1667779200.0,462.0,1004.62,500.0,35.27845929346867
2919,75,non,bac,oui,4358,veuf,0.0,0.48,1718409600.0,,,9413.634247066258,28.082170873904946
2920,26,oui,bac,oui,3328,marié,0.0,0.05,1745280000.0,,5000.0,500.0,20.49179716640503
2921,67,non,master,non,4687,célibataire,,0.39,1705536000.0,,904.77,500.0,23.0685216752238
2922,72,non,bac,non,1483,,,0.25,1686960000.0,451.0,5000.0,500.0,18.996826826333823
2923,42,non,bac,oui,2404,veuf,1.0,0.63,1617840000.0,,837.52,794.6722189576033,25.937601980185836
2924,42,non,master,non,2762,marié,,0.38,1611792000.0,,1375.58,22277.786505815788,27.786130234300835
2925,35,non,master,non,2226,,,0.67,1740700800.0,573.0,5000.0,500.0,22.47068573832277
2926,40,oui,bac+2,oui,947,veuf,4.0,0.93,1635379200.0,439.0,10000.0,500.0,35.69573027827982
2927,51,oui,doctorat,non,2664,veuf,,0.71,1740528000.0,,,18333.83797856056,20.512695607961664
2928,54,oui,master,non,500,marié,,0.5,1721433600.0,,,8649.397177024455,18.618819705236074
2929,55,non,bac,non,4448,veuf,0.0,0.01,1736380800.0,841.0,,1293.9693614724792,19.19956733369389
2930,31,non,bac+2,oui,1277,,5.0,0.54,1590710400.0,690.0,,7119.504374535662,23.475794120972857
2931,18,oui,bac,non,2833,veuf,0.0,0.41,1741564800.0,,902.34,519.7994652920358,22.052190183434128
2932,47,oui,aucun,oui,2778,,1.0,0.76,1748131200.0,,10000.0,500.0,14.236883539692302
2933,73,oui,bac+2,non,1680,divorcé,1.0,0.26,1616457600.0,,5000.0,12520.379879086186,22.18388818570476
2934,54,non,aucun,oui,3381,marié,3.0,0.33,1639353600.0,,,500.0,21.106103988230004
2935,46,oui,bac,non,2522,veuf,,0.68,1703635200.0,386.0,10000.0,500.0,15.728672467218711
2936,23,oui,bac+2,oui,1726,,,0.47,1631491200.0,722.0,10000.0,500.0,18.796969832068356
2937,38,oui,doctorat,oui,1873,divorcé,,0.33,1730419200.0,389.0,5000.0,9722.80265092884,17.395008301656205
2938,39,oui,master,oui,2112,divorcé,,0.41,1737158400.0,551.0,5000.0,500.0,36.35757316763574
2939,37,non,doctorat,non,2753,divorcé,,0.57,1578614400.0,789.0,,18698.40842513472,19.950929752066116
2940,48,non,doctorat,non,3599,veuf,2.0,0.55,1597708800.0,,,27720.17606832052,24.057656477140107
2941,46,oui,bac,non,1735,marié,1.0,0.05,1618531200.0,485.0,5000.0,25952.3449595525,28.40886031769223
2942,21,oui,master,oui,738,marié,5.0,0.87,1650326400.0,,5000.0,500.0,30.177252199336934
2943,71,non,bac,non,1098,célibataire,,0.41,1632700800.0,650.0,,500.0,33.74997843451857
2944,37,non,bac,oui,3447,divorcé,,0.09,1699056000.0,,1149.57,500.0,18.107741059302853
2945,72,non,bac+2,oui,3505,marié,,0.02,1684886400.0,,5000.0,6038.339550389609,24.951948431187102
2946,72,oui,aucun,non,3489,veuf,,0.74,1612224000.0,,10000.0,500.0,25.640799866160656
2947,31,non,master,oui,4674,,0.0,0.99,1638316800.0,,1268.73,500.0,34.709050316851254
2948,62,non,aucun,oui,3820,marié,,0.5,1683849600.0,,10000.0,500.0,33.83234877922777
2949,56,non,aucun,oui,2500,célibataire,,0.31,1660521600.0,490.0,5000.0,500.0,29.024943310657598
2950,56,oui,bac,non,3348,marié,5.0,0.29,1640908800.0,799.0,10000.0,21990.33273809692,23.161270304516684
2951,40,oui,bac,non,2246,veuf,0.0,0.32,1716422400.0,,613.9,18552.96427769639,14.201538750234565
2952,29,oui,aucun,oui,1252,marié,,0.21,1747440000.0,,10000.0,500.0,21.22280827689523
2953,29,oui,doctorat,oui,2446,,,0.36,1706227200.0,555.0,10000.0,27683.656166685265,17.472585546307304
2954,45,non,master,non,2861,veuf,5.0,0.31,1642723200.0,,274.09,500.0,25.070891201864843
2955,21,oui,bac+2,non,598,célibataire,5.0,0.93,1582934400.0,604.0,10000.0,14026.77335016689,23.34095346814205
2956,41,oui,master,non,2323,divorcé,,0.34,1683590400.0,,5000.0,12864.164024743575,22.646152182142664
2957,24,oui,doctorat,oui,1023,marié,,0.76,1684886400.0,,1117.11,500.0,17.12914765577179
2958,71,oui,bac,oui,2381,divorcé,2.0,0.33,1592352000.0,509.0,,500.0,20.473913451400897
2959,42,oui,doctorat,oui,3061,marié,,0.9,1681430400.0,,1170.03,24490.831011142585,25.915731994985936
2960,53,oui,bac,non,1691,célibataire,,0.81,1713139200.0,,,1582.7093625023706,18.933775962940288
2961,33,non,master,oui,2494,divorcé,1.0,0.0,1705104000.0,,1201.04,500.0,21.083196566090137
2962,39,non,master,oui,5247,divorcé,3.0,0.21,1688515200.0,,10000.0,12208.85731291188,26.63230498594796
2963,60,non,bac+2,non,3465,veuf,,0.63,1637539200.0,816.0,10000.0,5465.083499381623,27.812891736671233
2964,23,oui,master,non,3812,marié,3.0,0.3,1687996800.0,,10000.0,500.0,32.98483854789553
2965,22,oui,doctorat,oui,1643,veuf,2.0,0.96,1672358400.0,575.0,5000.0,500.0,25.209893985411522
2966,21,non,bac+2,non,500,marié,4.0,0.14,1594857600.0,,5000.0,6881.368867476603,25.203987412139377
2967,46,oui,doctorat,oui,1759,marié,3.0,0.11,1632441600.0,634.0,845.19,22299.28300878073,20.086774867427284
2968,63,oui,master,oui,4658,célibataire,,0.09,1649116800.0,589.0,10000.0,38843.069264540594,19.107319976195203
2969,28,non,bac+2,oui,2377,divorcé,,0.65,1581206400.0,438.0,,1005.5573551479428,19.263598673730417
2970,63,oui,bac,oui,2672,marié,,0.88,1691884800.0,,10000.0,7802.660904812431,21.721578543998497
2971,29,non,master,non,2771,veuf,2.0,0.83,1691539200.0,639.0,625.0,32060.02533454872,24.66486180663684
2972,61,oui,aucun,non,3266,marié,,0.58,1715299200.0,568.0,819.34,500.0,20.564035195951067
2973,20,non,bac+2,non,1301,veuf,,0.25,1672444800.0,583.0,5000.0,5152.431278302917,19.017401856756
2974,47,oui,bac,non,1153,veuf,0.0,0.02,1689724800.0,483.0,5000.0,5653.637804126459,27.97681751164024
2975,28,non,doctorat,oui,2600,célibataire,4.0,0.93,1722988800.0,,,7054.437303650374,33.79820149367474
2976,44,oui,aucun,non,2335,,5.0,0.64,1625270400.0,,,1294.557322138523,28.33209069777641
2977,58,oui,bac,oui,848,divorcé,,0.86,1626220800.0,,5000.0,500.0,30.939891075545454
2978,45,oui,bac,non,1269,marié,,0.94,1621209600.0,732.0,10000.0,26598.88260364306,27.927329567343875
2979,59,oui,aucun,non,1899,divorcé,2.0,0.09,1600905600.0,,10000.0,8766.12800220621,17.459618844616333
2980,64,non,aucun,oui,2440,marié,,0.01,1665705600.0,597.0,5000.0,500.0,30.579679991409165
2981,33,non,bac,non,4469,veuf,,0.86,1745798400.0,397.0,10000.0,8995.953576772583,18.013726119421374
2982,46,oui,bac+2,oui,1254,,,0.79,1639526400.0,,10000.0,500.0,23.85461695268111
2983,61,non,master,oui,1865,célibataire,1.0,0.49,1684281600.0,558.0,5000.0,500.0,24.76027789273481
2984,33,oui,bac,oui,3171,,4.0,0.63,1642723200.0,785.0,,500.0,20.821664449578755
2985,50,non,bac,oui,3200,divorcé,,0.85,1628380800.0,,399.58,500.0,18.32635509967167
2986,57,oui,doctorat,non,3483,divorcé,,0.35,1741824000.0,508.0,,6425.45197777945,36.55150037369004
2987,35,non,master,non,1249,,,0.95,1719619200.0,,5000.0,29728.935400302784,31.69708487217183
2988,55,oui,bac+2,oui,2409,célibataire,,0.04,1614384000.0,,10000.0,500.0,15.422476089620105
2989,26,oui,bac+2,non,3061,marié,2.0,0.02,1623974400.0,,5000.0,27677.791846229946,21.414418533760095
2990,53,non,bac+2,oui,3291,célibataire,,0.33,1589846400.0,811.0,10000.0,500.0,19.909171723559684
2991,31,non,master,oui,2231,,,0.04,1747872000.0,,,12243.879718206934,27.789273481319725
2992,59,oui,aucun,oui,2358,veuf,,0.42,1591660800.0,655.0,10000.0,500.0,25.125385802469136
2993,46,non,bac+2,oui,500,marié,,0.86,1674432000.0,,231.43,500.0,18.594868913392666
2994,48,oui,bac+2,non,2970,célibataire,1.0,0.97,1699315200.0,,5000.0,5003.7731711517545,15.611779327878738
2995,59,oui,aucun,non,3163,célibataire,,0.56,1676246400.0,,,500.0,15.953230281411017
2996,55,oui,master,oui,3158,,,0.29,1711929600.0,,10000.0,16159.497406431534,22.803782737600525
2997,49,non,master,oui,2041,,,0.6,1699574400.0,568.0,,500.0,27.929021667059164
2998,36,oui,bac+2,oui,1258,marié,1.0,0.06,1739404800.0,355.0,5000.0,4701.782922226514,17.08401312798628
2999,27,oui,aucun,oui,764,veuf,2.0,0.5,1671667200.0,,1035.95,500.0,23.055685037111406
3000,73,oui,aucun,non,4318,marié,,0.27,1651363200.0,647.0,5000.0,16936.92798126162,28.26306013184572
3001,43,non,bac+2,non,2320,célibataire,,0.17,1732406400.0,339.0,,500.0,29.004397080991723
3002,73,non,aucun,non,3668,célibataire,,0.85,1722556800.0,493.0,,500.0,20.758642859677956
3003,73,non,bac+2,oui,514,veuf,5.0,0.9,1725926400.0,597.0,1074.81,5010.132835404345,23.397552958363768
3004,32,oui,doctorat,oui,1718,célibataire,,0.72,1619481600.0,,628.86,23551.21768683154,25.839314971049777
3005,36,oui,bac+2,oui,3305,marié,3.0,0.16,1663891200.0,,,500.0,26.35443667792856
3006,64,oui,master,non,1397,veuf,,0.95,1669593600.0,337.0,10000.0,12748.896002257849,26.153941560770164
3007,22,non,bac+2,non,2800,célibataire,1.0,0.49,1594771200.0,,5000.0,11088.708183697732,22.363815419143936
3008,67,oui,bac+2,oui,590,,2.0,0.9,1669593600.0,682.0,,6053.326999764287,45.623746247446874
